sy_dist
44.657
1033.16
7.24396
7.24396
7.24396
7.24396
7.24396
36.4396
36.4396
36.4396
36.4396
36.4396
58.9291
58.9291
35.1205
35.1205
272.909
272.909
6.86929
6.86929
152.601
152.601
21.1397
29.7575
44.0304
226.637
506.965
279.86
211.553
73.0961
105.155
97.2305
40.9727
51.9917
50.6742
22.5242
54.9621
5.03545
34.0883
41.8727
85.6009
73.58352
171.701
249.645
218.05
519.096
290.843
1.30119
124.73
427.246
161.997
322.114
231.161
24.7359
3.63857
22.7188
282.563
282.563
282.563
282.563
282.563
282.563
12.5855
12.5855
12.5855
12.5855
12.5855
35.9715
35.9715
35.9715
35.9715
35.9864
167
167
167
167
167
16.0272
16.0272
16.0272
16.0272
77.5586
77.5586
77.5586
77.5586
157.682
157.682
157.682
157.682
477.052
477.052
477.052
477.052
349.549
349.549
349.549
349.549
341.908
341.908
341.908
341.908
330.575
330.575
330.575
330.575
153.676
153.676
153.676
153.676
396.332
57.6207
57.6207
57.6207
51.4736
51.4736
51.2993
26.1853
26.1853
26.1853
31.964
31.964
31.964
59.2474
59.2474
59.2474
124.458
124.458
124.458
400.785
400.785
400.785
249.343
249.343
249.343
316.663
316.663
316.663
243.249
243.249
243.249
396.332
396.332
1025.02
1025.02
1025.02
144.166
144.166
144.166
400.409
400.409
400.409
123.739
123.739
123.739
154.273
151.398
151.398
13.4054
13.4054
13.4054
3.56228
3.56228
5.75624
5.75624
27.3644
27.3644
11.8893
11.8893
49.4156
49.4156
155.121
123.245
123.245
33.5369
33.5369
109.055
109.055
62.7674
62.7674
16.0069
16.0069
55.4847
55.4847
42.3538
42.3538
36.69117
41.5504
54.7841
54.7841
82.3432
82.3432
155.121
192.1980787
192.1980787
338.732
338.732
466.084
466.084
420.818
420.818
324.413
324.413
384.694
384.694
435.277
435.277
848.023
848.023
230.869
230.869
399.034
399.034
19.8782
19.8782
21.9814
21.9814
515.818
515.818
544.024
544.024
182.714
182.714
74.7969
74.7969
239.6038748
239.6038748
123.483
123.483
89.9606
89.9606
211.211
208.696
93.1846
76.222
47.2
90.6545
82.9613
213.283
412.98
30.5225
45.23
305.684
44.0622
372.632
17.5559
6.33256
15.5575
10.7836
6.26022
9.8528
158.979
222.663
81.7647
415.344
199.173
313.576
134.554
213.985
289.205
396.11
697.004
320.451
348.185
371.686
341.079
342.14
211.896
263.609
403.591
493.32
299.389
137.178
30.0274
9.2894
121.89
56.4089
34.0915
48.9102
63.0821
105.096
116.334
37.8063
34.2802
10.7643
12.9032
74.2309
47.7332
37.7861
25.3936
53.1119
28.254
60.178
5.91059
104.577
38.5653
50.6706
19.7638
37.6681
39.9346
34.1692
33.1944
45.9665
161.498
28.7165
54.2304
40.8707
101.368
64.6498
42.1586
58.742
52.0018
55.6146
18.2704
55.2884
131.199
89.8623
29.5529
89.2721
38.662
29.1158
48.9489
66.4711
55.4401
103.936
37.8619
38.6364
85.3006
32.4459
18.2038
66.3361
62.4491
43.4073
61.7856
24.0572
125.212
145.798
58.5146
31.4607
72.0444
69.4798
243.836
138.671
65.6138
178.475
110.527
324.683
444.586
321.376
300.276
134.058
126.261
210.252
204.455
1188.54
742.688
6600
656
271.277
282.565
405.104
343.226
358.518
103.917
476.957
798
500.892
244.96
75.0852
1212.45
66.4074
410.607
108.522
1800.82
1819.17
1174.59
147.527
847.536
442.846
367
99.0688
455.336
255
289.907
246.61
457.709
155.956
109.308
310.301
1151.51
278.987
283.155
124.376
492.122
382.509
331.545
208.369
170.696
BLANK
322.148
743.972
820.877
4000
2760
8100
911
3410
7600
6980
5900
BLANK
100.848
136.65
143.59
21.1916
11.5094
112.3172158
250.956
37.8871
118.106
200.492
399.017
30.5212
35.2736
337.064
217.193
BLANK
112.71
159.658
215.32
515.98
12.7
393.072
364.411
185.932
523.337
197.996
159.507
301.462
212.472
117.598
91.299
288.326
303.941
232.98
253.985
153.242
211.877
252.759
121.944
386.346
211.196
194.553
251.303
297.462
321.084
290.404
369.926
226.399
222.355
294.001
194.459
105.166
141.887
298.392
281.742
20.4332
98.0935
89.0472
14.1024
39.8883
21.1999
76.7556
54.9149
15.6521
848.254
848.254
848.254
848.254
848.254
848.254
848.254
848.254
12.4298888
12.4298888
12.4298888
12.4298888
12.4298888
12.4298888
12.4298888
38.9607
38.9607
38.9607
38.9607
38.9607
38.9607
53.6089
53.6089
53.6089
53.6089
53.6089
53.6089
6.53127
6.53127
6.53127
6.53127
6.53127
6.53127
46.0907
46.0907
46.0907
46.0907
46.0907
46.0907
202.585
202.585
202.585
202.585
202.585
202.585
646.346
646.346
646.346
646.346
646.346
646.346
369.451
369.451
369.451
369.451
369.451
369.451
84.5362
84.5362
84.5362
84.5362
84.5362
84.5362
62.699
62.699
62.699
62.699
62.699
62.699
64.5978
64.5978
64.5978
64.5978
64.5978
27.0498
27.0498
27.0498
27.0498
27.0498
39.0341
39.0341
39.0341
39.0341
39.0341
12.9363
12.9363
12.9363
12.9363
12.9363
106.289
106.289
106.289
106.289
106.289
327.783
327.783
327.783
327.783
327.783
82.6603
82.6603
82.6603
82.6603
82.6603
107.796
107.796
107.796
107.796
107.796
1027.45
1027.45
1027.45
1027.45
1027.45
891.092
891.092
891.092
891.092
891.092
915.212
915.212
915.212
915.212
915.212
406.529
406.529
406.529
406.529
406.529
177.594
177.594
177.594
177.594
177.594
1798.75
1798.75
1798.75
1798.75
1798.75
1056.48
1056.48
1056.48
1056.48
1056.48
323.847
323.847
323.847
323.847
323.847
1209.16
1209.16
1209.16
1209.16
1209.16
578.796
578.796
578.796
578.796
578.796
300.874
300.874
300.874
300.874
300.874
904.326
904.326
904.326
904.326
904.326
1023.9
1023.9
1023.9
1023.9
1023.9
85.799
85.799
85.799
85.799
85.799
62.5388
62.5388
62.5388
62.5388
20.1903
20.1903
20.1903
20.1903
4.67517
4.67517
4.67517
4.67517
37.0169
37.0169
37.0169
37.0169
15.5981
15.5981
15.5981
15.5981
22.0016
22.0016
22.0016
22.0016
6.00278
6.00278
6.00278
6.00278
21.5974
21.5974
21.5974
21.5974
47.2899
47.2899
47.2899
47.2899
41.2441
41.2441
41.2441
41.2441
75.1703
75.1703
75.1703
75.1703
330.916
330.916
330.916
330.916
154.961
154.961
154.961
154.961
66.4321
66.4321
66.4321
66.4321
501.574
444.322
444.322
444.322
444.322
525.997
525.997
525.997
525.997
66.8624
66.8624
66.8624
66.8624
453.795
453.795
453.795
453.795
399.114
399.114
399.114
399.114
828.592
828.592
828.592
828.592
527.321
527.321
527.321
527.321
775.328
775.328
775.328
775.328
485.997
485.997
485.997
485.997
171.109
171.109
171.109
171.109
385.231
385.231
385.231
385.231
1859.71
1859.71
1859.71
1859.71
782.088
782.088
782.088
782.088
428.018
428.018
428.018
428.018
1156.81
1156.81
1156.81
1156.81
861.527
861.527
861.527
861.527
924.625
924.625
924.625
924.625
1026.43
1026.43
1026.43
1026.43
335.307
335.307
335.307
335.307
1280.25
1280.25
1280.25
1280.25
1337.61
1337.61
1337.61
1337.61
1226.85
1226.85
1226.85
1226.85
1052.24
1052.24
1052.24
1052.24
434.684
434.684
434.684
434.684
868.477
868.477
868.477
868.477
775.679
775.679
775.679
775.679
501.574
501.574
501.574
552.798
552.798
552.798
552.798
1047.03
1047.03
1047.03
1047.03
781.611
781.611
781.611
781.611
63.9207
63.9207
63.9207
63.9207
625.339
625.339
625.339
625.339
306.738
306.738
306.738
306.738
311.222
311.222
311.222
311.222
303.728
303.728
303.728
303.728
1502.32
1502.32
1502.32
1502.32
1020.72
1020.72
1020.72
1020.72
765.025
765.025
765.025
765.025
10.6194
10.6194
10.6194
10.6194
169.422
169.422
169.422
169.422
47.3924
47.3924
47.3924
47.3924
31.1265
31.1265
31.1265
31.1265
108.199
108.199
108.199
108.199
264.78
264.78
264.78
264.78
3.60304
3.60304
3.60304
3.60304
13.7967
13.7967
13.7967
8.50332
8.50332
8.50332
159.906
159.906
159.906
334.967
369.888
369.888
369.888
321.296
321.296
321.296
3.67278
3.67278
3.67278
15.1285
15.1285
15.1285
11.9407
11.9407
11.9407
28.4712
28.4712
28.4712
9.44181
9.44181
9.44181
9.06456
9.06456
9.06456
6.2981
6.2981
6.2981
29.661
29.661
29.661
51.261
51.261
51.261
14.682
14.682
14.682
17.9412
17.9412
17.9412
26.8762
26.8762
26.8762
60.7993
60.7993
60.7993
47.7945
47.7945
47.7945
43.8214
43.8214
43.8214
139.611
139.611
139.611
38.4473
38.4473
38.4473
121.375
121.375
121.375
31.6634
31.6634
31.6634
18.2702
26.4131
26.4131
26.4131
12.5591
12.5591
12.5591
16.9922
16.9922
16.9922
43.3475
43.3475
43.3475
25.4111
25.4111
25.4111
50.48
50.48
50.48
25.8618
25.8618
25.8618
72.7998
72.7998
72.7998
334.967
334.967
134.591
134.591
134.591
329.041
329.041
329.041
289.827
289.827
289.827
110.567
110.567
110.567
325.4
325.4
325.4
67.5062
67.5062
67.5062
31.0849
31.0849
31.0849
44.0727
44.0727
44.0727
176.051
176.051
176.051
206.608
206.608
206.608
179.943
179.943
179.943
145.701
145.701
145.701
181.746
181.746
181.746
200.802
200.802
200.802
1672.94
1672.94
1672.94
1072.3
1072.3
376.863
376.863
290.324
304.645
304.645
304.645
809.897
809.897
809.897
259.533
259.533
259.533
420.046
420.046
420.046
622.818
622.818
622.818
237.401
237.401
237.401
352.794
352.794
352.794
408.845
408.845
408.845
866.331
866.331
866.331
769.146
769.146
769.146
548.686
548.686
548.686
1899.24
1899.24
1899.24
791.163
791.163
791.163
571.034
571.034
571.034
489.876
489.876
489.876
773.713
773.713
773.713
937.013
937.013
937.013
890.758
890.758
890.758
603.53
603.53
603.53
863.855
863.855
863.855
384.757
384.757
384.757
716.025
716.025
716.025
433.047
433.047
433.047
610.326
610.326
610.326
218.562
218.562
218.562
594.464
594.464
594.464
651.674
651.674
651.674
1097.97
1097.97
1097.97
451.312
451.312
451.312
495.358
495.358
495.358
703.302
703.302
703.302
594.447
594.447
594.447
875.519
875.519
875.519
1104.64
1104.64
1104.64
656.38
656.38
656.38
787.07
787.07
787.07
758.854
758.854
758.854
980.138
980.138
980.138
1644.61
1644.61
1644.61
826.265
826.265
826.265
835.756
835.756
835.756
1036.49
1036.49
1036.49
663.711
663.711
663.711
190.401
190.401
190.401
